© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
0.225	6.59E-02	Txnrd2	 	TXNRD2	thioredoxin reductase 2	Cytoplasm	enzyme	 	
0.528	3.88E-01	Txnrd3	 	TXNRD3	thioredoxin reductase 3	Cytoplasm	enzyme	 	
0.019	9.17E-01	Tyk2	 	TYK2	tyrosine kinase 2	Cytoplasm	kinase	tofacitinib, ruxolitinib, baricitinib, oclacitinib, SAR-20347, methotrexate/tofacitinib, brepocitinib, BMS-986165, baricitinib/methotrexate, JAK inhibitor I	
0.245	4.76E-01	Tyms	 	TYMS	thymidylate synthetase	Nucleus	enzyme	pemetrexed, capecitabine/temozolomide, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/capecitabine/temozolomide, BGC945, 5-fluorouracil/irinotecan/oxaliplatin, capecitabine/cetuximab/irinotecan, tegafur, capecitabine/irinotecan/oxaliplatin, 5-fluorouracil/oxaliplatin/trastuzumab, trimethoprim, docetaxel/5-fluorouracil, cetuximab/gimeracil/irinotecan/oxonic acid/tegafur, fluorodeoxyuridylate, floxuridine, gimeracil/irinotecan/oxonic acid/tegafur, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, flucytosine, 5-fluorouracil/oxaliplatin, leucovorin, bevacizumab/paclitaxel/pemetrexed, bevacizumab/5-fluorouracil, capecitabine/docetaxel/gemcitabine, capecitabine/lapatinib, bevacizumab/erlotinib/pemetrexed, bevacizumab/gimeracil/irinotecan/oxonic acid/tegafur, 5-fluorouracil/trastuzumab, leucovorin/methotrexate, capecitabine, capecitabine/gemcitabine, raltitrexed, capecitabine/5-fluorouracil, DFP-11207, bevacizumab/capecitabine, pembrolizumab/pemetrexed, bevacizumab/5-fluorouracil/irinotecan/oxaliplatin, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, capecitabine/erlotinib, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, 5-fluorouracil, trifluridine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, irinotecan/leucovorin, capecitabine/ixabepilone, capecitabine/oxaliplatin, gemcitabine/pemetrexed, gimeracil/oxonic acid/tegafur, bevacizumab/capecitabine/irinotecan/oxaliplatin, epirubicin/5-fluorouracil/oxaliplatin, capecitabine/irinotecan, folitixorin, 5-fluorouracil/irinotecan, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, 5-fluorouracil/irinotecan/trastuzumab, thymidylate synthase inhibitor, capecitabine/5-fluorouracil/oxaliplatin, capecitabine/trastuzumab, tegafur/uracil, plevitrexed, 5-fluorouracil/gemcitabine, capecitabine/docetaxel/oxaliplatin/trastuzumab, nolatrexed, capecitabine/epirubicin/oxaliplatin, bevacizumab/pemetrexed, capecitabine/docetaxel, cyclophosphamide/epirubicin/5-fluorouracil, pralatrexate, capecitabine/oxaliplatin/trastuzumab, capecitabine/pertuzumab/trastuzumab, bevacizumab/capecitabine/oxaliplatin, 1843U89, bevacizumab/capecitabine/irinotecan, 5-fluorouracil/imiquimod	
-0.033	9.34E-01	Tyro3	 	TYRO3	TYRO3 protein tyrosine kinase	Plasma Membrane	kinase	cabozantinib, cabozantinib/erlotinib, cabozantinib/nivolumab, RXDX-106, cabozantinib/crizotinib	
-0.315	6.48E-01	Tyrobp	 	TYROBP	transmembrane immune signaling adaptor TYROBP	Plasma Membrane	transmembrane receptor	 	
0.100	8.87E-01	Tysnd1	 	TYSND1	trypsin like peroxisomal matrix peptidase 1	Cytoplasm	peptidase	 	
0.105	5.56E-01	Tyw1	 	TYW1	tRNA-yW synthesizing protein 1 homolog	Other	other	 	
0.569	8.16E-02	Tyw3	 	TYW3	tRNA-yW synthesizing protein 3 homolog	Other	other	 	
0.116	5.73E-01	Tyw5	 	TYW5	tRNA-yW synthesizing protein 5	Cytoplasm	enzyme	 	
0.253	6.82E-02	U2af1	 	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	Nucleus	other	 	
-0.004	9.80E-01	U2af1l4	 	U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4	Other	other	 	
0.281	1.45E-02	U2af2	 	U2AF2	U2 small nuclear RNA auxiliary factor 2	Nucleus	other	 	
0.126	2.07E-01	U2surp	 	U2SURP	U2 snRNP associated SURP domain containing	Nucleus	other	 	
0.362	2.32E-01	Uap1	 	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	Nucleus	enzyme	 	
-0.497	1.31E-02	Uap1l1	 	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	Other	other	 	
-0.045	7.73E-01	Uba1	 	UBA1	ubiquitin like modifier activating enzyme 1	Cytoplasm	enzyme	MLN7243	
-0.146	5.35E-01	Uba1y	 	Uba1y	ubiquitin-activating enzyme, Chr Y	Other	enzyme	 	
0.108	4.08E-01	Uba2	 	UBA2	ubiquitin like modifier activating enzyme 2	Cytoplasm	enzyme	 	
0.200	2.13E-01	Uba3	 	UBA3	ubiquitin like modifier activating enzyme 3	Cytoplasm	enzyme	 	
0.202	9.10E-02	Uba5	 	UBA5	ubiquitin like modifier activating enzyme 5	Cytoplasm	enzyme	 	
0.136	4.31E-01	Uba52	 	Uba52	ubiquitin A-52 residue ribosomal protein fusion product 1	Cytoplasm	other	 	
0.130	6.33E-01	Uba6	 	UBA6	ubiquitin like modifier activating enzyme 6	Cytoplasm	enzyme	 	
-0.210	1.35E-01	Uba7	 	UBA7	ubiquitin like modifier activating enzyme 7	Cytoplasm	enzyme	 	
0.237	2.04E-01	Ubac1	 	UBAC1	UBA domain containing 1	Nucleus	other	 	
-0.235	1.33E-01	Ubac2	 	UBAC2	UBA domain containing 2	Cytoplasm	enzyme	 	
-0.413	2.38E-02	Ubald1	 	UBALD1	UBA like domain containing 1	Other	other	 	
-0.068	6.13E-01	Ubap1	 	UBAP1	ubiquitin associated protein 1	Cytoplasm	other	 	
0.153	3.41E-01	Ubap2	 	UBAP2	ubiquitin associated protein 2	Cytoplasm	other	 	
0.198	1.01E-01	Ubap2l	 	Ubap2l	ubiquitin-associated protein 2-like	Nucleus	other	 	
0.053	6.59E-01	Ubash3a	 	UBASH3A	ubiquitin associated and SH3 domain containing A	Cytoplasm	enzyme	 	
-0.099	5.61E-01	Ubash3b	 	UBASH3B	ubiquitin associated and SH3 domain containing B	Other	enzyme	 	
-0.149	2.28E-01	Ubb	 	Ubb	ubiquitin B	Cytoplasm	other	 	
-0.234	1.33E-01	Ubc	 	UBC	ubiquitin C	Cytoplasm	enzyme	 	
0.109	4.80E-01	Ube2a	 	UBE2A	ubiquitin conjugating enzyme E2 A	Cytoplasm	enzyme	 	
-0.261	7.14E-02	Ube2b	 	UBE2B	ubiquitin conjugating enzyme E2 B	Cytoplasm	enzyme	 	
-0.050	9.13E-01	Ube2c	 	UBE2C	ubiquitin conjugating enzyme E2 C	Cytoplasm	enzyme	 	
-0.135	5.45E-01	Ube2d1	 	UBE2D1	ubiquitin conjugating enzyme E2 D1	Cytoplasm	enzyme	 	
-0.056	6.40E-01	Ube2d2a	 	UBE2D2	ubiquitin conjugating enzyme E2 D2	Cytoplasm	enzyme	 	
0.148	1.12E-01	Ube2d3	 	UBE2D3	ubiquitin conjugating enzyme E2 D3	Cytoplasm	enzyme	 	
0.242	1.38E-01	Ube2e1	 	UBE2E1	ubiquitin conjugating enzyme E2 E1	Cytoplasm	enzyme	 	
-0.086	7.54E-01	Ube2e3	 	UBE2E3	ubiquitin conjugating enzyme E2 E3	Nucleus	enzyme	 	
-0.078	6.21E-01	Ube2f	 	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	Cytoplasm	enzyme	 	
0.243	4.23E-02	Ube2g1	 	UBE2G1	ubiquitin conjugating enzyme E2 G1	Cytoplasm	enzyme	 	
0.228	6.10E-02	Ube2g2	 	UBE2G2	ubiquitin conjugating enzyme E2 G2	Cytoplasm	enzyme	 	
-0.420	1.23E-02	Ube2h	 	UBE2H	ubiquitin conjugating enzyme E2 H	Cytoplasm	enzyme	 	
0.132	1.76E-01	Ube2i	 	UBE2I	ubiquitin conjugating enzyme E2 I	Nucleus	enzyme	 	
0.083	6.32E-01	Ube2j1	 	UBE2J1	ubiquitin conjugating enzyme E2 J1	Cytoplasm	enzyme	 	
-0.337	5.73E-01	Ube2j2	 	UBE2J2	ubiquitin conjugating enzyme E2 J2	Cytoplasm	enzyme	 	
0.196	8.79E-02	Ube2k	 	UBE2K	ubiquitin conjugating enzyme E2 K	Cytoplasm	transcription regulator	 	
0.119	2.56E-01	Ube2l3	 	UBE2L3	ubiquitin conjugating enzyme E2 L3	Nucleus	enzyme	 	
-0.086	8.72E-01	Ube2l6	 	UBE2L6	ubiquitin conjugating enzyme E2 L6	Cytoplasm	enzyme	 	
0.227	3.88E-01	Ube2m	 	UBE2M	ubiquitin conjugating enzyme E2 M	Cytoplasm	enzyme	 	
0.229	4.68E-02	Ube2n	 	UBE2N	ubiquitin conjugating enzyme E2 N	Cytoplasm	enzyme	 	
-0.167	6.24E-01	Ube2o	 	UBE2O	ubiquitin conjugating enzyme E2 O	Nucleus	enzyme	 	
0.061	7.64E-01	Ube2q1	 	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	Other	enzyme	 	
-0.111	6.86E-01	Ube2q2	 	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	Cytoplasm	enzyme	 	
-0.068	7.63E-01	Ube2r2	 	UBE2R2	ubiquitin conjugating enzyme E2 R2	Cytoplasm	enzyme	 	
0.031	8.81E-01	Ube2s	 	UBE2S	ubiquitin conjugating enzyme E2 S	Nucleus	enzyme	 	
0.020	9.31E-01	Ube2t	 	UBE2T	ubiquitin conjugating enzyme E2 T	Nucleus	enzyme	 	
0.079	5.19E-01	Ube2v1	 	UBE2V1	ubiquitin conjugating enzyme E2 V1	Nucleus	transcription regulator	 	
0.312	2.19E-02	Ube2v2	 	UBE2V2	ubiquitin conjugating enzyme E2 V2	Cytoplasm	enzyme	 	
0.482	1.73E-02	Ube2w	 	UBE2W	ubiquitin conjugating enzyme E2 W	Nucleus	enzyme	 	
0.111	7.32E-01	Ube2z	 	UBE2Z	ubiquitin conjugating enzyme E2 Z	Nucleus	enzyme	 	
0.229	1.20E-01	Ube3a	 	UBE3A	ubiquitin protein ligase E3A	Nucleus	enzyme	 	
-0.179	1.75E-01	Ube3b	 	UBE3B	ubiquitin protein ligase E3B	Extracellular Space	enzyme	 	
0.406	3.58E-02	Ube3c	 	UBE3C	ubiquitin protein ligase E3C	Nucleus	enzyme	 	
0.433	3.09E-01	Ube2cbp	 	UBE3D	ubiquitin protein ligase E3D	Other	enzyme	 	
-0.200	2.34E-01	Ube4a	 	UBE4A	ubiquitination factor E4A	Cytoplasm	enzyme	 	
-0.061	6.65E-01	Ube4b	 	UBE4B	ubiquitination factor E4B	Cytoplasm	enzyme	 	
0.407	3.38E-02	Ubfd1	 	UBFD1	ubiquitin family domain containing 1	Other	other	 	
0.371	8.66E-03	Ubiad1	 	UBIAD1	UbiA prenyltransferase domain containing 1	Nucleus	enzyme	 	
-0.733	5.85E-04	Ubl3	 	UBL3	ubiquitin like 3	Cytoplasm	other	 	
0.155	5.73E-01	Ubl4a	 	UBL4A	ubiquitin like 4A	Cytoplasm	enzyme	 	
-0.122	4.53E-01	Ubl5	 	UBL5	ubiquitin like 5	Cytoplasm	other	 	
-0.103	5.13E-01	Ubl7	 	UBL7	ubiquitin like 7	Other	other	 	
-0.286	1.22E-01	Ublcp1	 	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	Nucleus	phosphatase	 	
-0.064	8.04E-01	Ubn1	 	UBN1	ubinuclein 1	Nucleus	transcription regulator	 	
-0.034	8.88E-01	Ubn2	 	UBN2	ubinuclein 2	Nucleus	other	 	
0.031	9.05E-01	Ubox5	 	UBOX5	U-box domain containing 5	Nucleus	enzyme	 	
0.132	6.36E-01	Ubp1	 	UBP1	upstream binding protein 1	Cytoplasm	transcription regulator	 	
-0.037	9.36E-01	Ubqln1	 	UBQLN1	ubiquilin 1	Cytoplasm	other	 	
0.094	7.25E-01	Ubqln2	 	UBQLN2	ubiquilin 2	Nucleus	other	 	
0.433	1.89E-02	Ubqln4	 	UBQLN4	ubiquilin 4	Cytoplasm	other	 	
-0.074	6.36E-01	Ubr1	 	UBR1	ubiquitin protein ligase E3 component n-recognin 1	Cytoplasm	enzyme	 	
-0.043	8.13E-01	Ubr2	 	UBR2	ubiquitin protein ligase E3 component n-recognin 2	Nucleus	enzyme	 	
0.225	4.39E-01	Ubr3	 	UBR3	ubiquitin protein ligase E3 component n-recognin 3	Other	enzyme	 	
-0.034	8.51E-01	Ubr4	 	UBR4	ubiquitin protein ligase E3 component n-recognin 4	Nucleus	enzyme	 	
0.174	2.93E-01	Ubr5	 	UBR5	ubiquitin protein ligase E3 component n-recognin 5	Nucleus	enzyme	 	
0.106	5.46E-01	Ubr7	 	UBR7	ubiquitin protein ligase E3 component n-recognin 7	Other	enzyme	 	
-0.546	2.71E-02	Ubtd1	 	UBTD1	ubiquitin domain containing 1	Other	other	 	
0.431	3.24E-01	Ubtd2	 	UBTD2	ubiquitin domain containing 2	Other	other	 	
0.089	5.37E-01	Ubtf	 	UBTF	upstream binding transcription factor	Nucleus	transcription regulator	 	
0.088	4.26E-01	Ubxn1	 	UBXN1	UBX domain protein 1	Cytoplasm	other	 	
0.113	5.85E-01	Ubxn11	 	UBXN11	UBX domain protein 11	Cytoplasm	other	 	
0.312	1.23E-01	Ubxn2a	 	UBXN2A	UBX domain protein 2A	Other	other	 	
-0.131	5.22E-01	Ubxn2b	 	UBXN2B	UBX domain protein 2B	Cytoplasm	other	 	
0.024	8.65E-01	Ubxn4	 	UBXN4	UBX domain protein 4	Extracellular Space	other	 	
-0.249	8.18E-02	Ubxn6	 	UBXN6	UBX domain protein 6	Cytoplasm	other	 	
0.177	3.93E-01	Ubxn7	 	UBXN7	UBX domain protein 7	Nucleus	other	 	
-0.015	9.49E-01	Ubxn8	 	UBXN8	UBX domain protein 8	Cytoplasm	other	 	
0.317	3.45E-02	Uchl3	 	UCHL3	ubiquitin C-terminal hydrolase L3	Cytoplasm	peptidase	 	
0.492	2.54E-03	Uchl5	 	UCHL5	ubiquitin C-terminal hydrolase L5	Cytoplasm	peptidase	VLX1570	
-0.115	2.70E-01	Uck1	 	UCK1	uridine-cytidine kinase 1	Cytoplasm	kinase	 	
0.557	3.72E-03	Uck2	 	UCK2	uridine-cytidine kinase 2	Cytoplasm	kinase	 	
-0.209	9.09E-02	Uckl1	 	UCKL1	uridine-cytidine kinase 1 like 1	Cytoplasm	kinase	 	
-0.260	5.24E-02	Ucp2	 	UCP2	uncoupling protein 2	Cytoplasm	transporter	 	
-0.382	1.83E-01	Uevld	 	UEVLD	UEV and lactate/malate dehyrogenase domains	Cytoplasm	enzyme	 	
0.064	6.71E-01	Ufc1	 	UFC1	ubiquitin-fold modifier conjugating enzyme 1	Cytoplasm	enzyme	 	
0.059	7.22E-01	Ufl1	 	UFL1	UFM1 specific ligase 1	Cytoplasm	enzyme	 	
0.071	6.22E-01	Ufm1	 	UFM1	ubiquitin fold modifier 1	Cytoplasm	other	 	
0.603	3.71E-01	Ufsp1	 	UFSP1	UFM1 specific peptidase 1 (inactive)	Cytoplasm	enzyme	 	
-0.038	8.26E-01	Ufsp2	 	UFSP2	UFM1 specific peptidase 2	Other	enzyme	 	
-0.326	2.11E-01	Ugcg	 	UGCG	UDP-glucose ceramide glucosyltransferase	Cytoplasm	enzyme	eliglustat, lucerastat, N-butyldeoxynojirimycin	
0.353	4.86E-03	Ugdh	 	UGDH	UDP-glucose 6-dehydrogenase	Nucleus	enzyme	 	
-0.113	3.03E-01	Uggt1	 	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	Cytoplasm	enzyme	 	
0.082	4.72E-01	Ugp2	 	UGP2	UDP-glucose pyrophosphorylase 2	Cytoplasm	enzyme	 	
-0.060	9.42E-01	Uhmk1	 	UHMK1	U2AF homology motif kinase 1	Nucleus	kinase	 	
0.035	9.49E-01	Uhrf1	 	UHRF1	ubiquitin like with PHD and ring finger domains 1	Nucleus	transcription regulator	 	
0.570	2.13E-01	Uhrf1bp1	 	UHRF1BP1	UHRF1 binding protein 1	Other	other	 	
-0.245	3.22E-02	Uhrf1bp1l	 	UHRF1BP1L	UHRF1 binding protein 1 like	Cytoplasm	other	 	
-0.148	4.47E-01	Uhrf2	 	UHRF2	ubiquitin like with PHD and ring finger domains 2	Nucleus	enzyme	 	
-0.043	8.27E-01	Uimc1	 	UIMC1	ubiquitin interaction motif containing 1	Nucleus	other	 	
0.509	3.49E-01	Ulbp1	 	ULBP1	UL16 binding protein 1	Plasma Membrane	transmembrane receptor	 	
-0.408	6.11E-02	Ulk1	 	ULK1	unc-51 like autophagy activating kinase 1	Cytoplasm	kinase	WZ3105, MRT68921, SBI-0206965	
-0.202	3.82E-01	Ulk2	 	ULK2	unc-51 like autophagy activating kinase 2	Cytoplasm	kinase	SBI-0206965	
-0.379	1.76E-02	Ulk3	 	ULK3	unc-51 like kinase 3	Cytoplasm	kinase	 	
-0.083	6.81E-01	Umad1	 	Umad1	UMAP1-MVP12 associated (UMA) domain containing 1	Other	other	 	
0.450	5.60E-03	Umps	 	UMPS	uridine monophosphate synthetase	Cytoplasm	enzyme	pyrazofurin, gimeracil/oxonic acid/tegafur, oxonic acid, cetuximab/gimeracil/irinotecan/oxonic acid/tegafur, gimeracil/irinotecan/oxonic acid/tegafur, bevacizumab/gimeracil/irinotecan/oxonic acid/tegafur	
0.567	6.53E-04	Unc119	 	UNC119	unc-119 lipid binding chaperone	Cytoplasm	other	 	
-0.466	4.72E-04	Unc119b	 	UNC119B	unc-119 lipid binding chaperone B	Cytoplasm	other	 	
-0.530	4.72E-01	Unc13a	 	UNC13A	unc-13 homolog A	Plasma Membrane	other	 	
-0.315	2.27E-02	Unc13d	 	UNC13D	unc-13 homolog D	Cytoplasm	other	 	
-0.021	8.95E-01	Unc45a	 	UNC45A	unc-45 myosin chaperone A	Plasma Membrane	other	 	
0.034	8.16E-01	Unc50	 	UNC50	unc-50 inner nuclear membrane RNA binding protein	Cytoplasm	other	 	
-0.460	5.22E-02	Unc5cl	 	UNC5CL	unc-5 family C-terminal like	Cytoplasm	peptidase	 	
1.001	1.50E-05	Unc93b1	 	UNC93B1	unc-93 homolog B1, TLR signaling regulator	Cytoplasm	other	 	
0.452	2.01E-01	Ung	 	UNG	uracil DNA glycosylase	Nucleus	enzyme	 	
-0.044	7.96E-01	Unk	 	UNK	unk zinc finger	Nucleus	transporter	 	
-0.300	8.11E-02	Unkl	 	UNKL	unk like zinc finger	Cytoplasm	enzyme	 	
0.095	5.84E-01	Upf1	 	UPF1	UPF1 RNA helicase and ATPase	Nucleus	enzyme	 	
0.093	6.43E-01	Upf2	 	UPF2	UPF2 regulator of nonsense mediated mRNA decay	Cytoplasm	other	 	
-0.132	3.92E-01	Upf3a	 	UPF3A	UPF3A regulator of nonsense mediated mRNA decay	Nucleus	transporter	 	
0.088	7.07E-01	Upf3b	 	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	Nucleus	transporter	 	
0.371	4.51E-01	Uprt	 	UPRT	uracil phosphoribosyltransferase homolog	Nucleus	enzyme	 	
0.292	1.21E-01	Uqcc1	 	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Cytoplasm	other	 	
0.260	4.53E-02	Uqcc2	 	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	Cytoplasm	other	 	
-0.232	8.36E-02	Uqcc3	 	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	Extracellular Space	other	 	
0.188	2.01E-01	Uqcr10	 	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	Cytoplasm	enzyme	 	
0.286	5.14E-02	Uqcr11	 	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	Cytoplasm	enzyme	 	
0.293	4.90E-02	Uqcrb	 	UQCRB	ubiquinol-cytochrome c reductase binding protein	Cytoplasm	enzyme	 	
0.170	1.44E-01	Uqcrc1	 	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	Cytoplasm	enzyme	 	
0.136	2.59E-01	Uqcrc2	 	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Cytoplasm	enzyme	 	
0.226	7.86E-02	Uqcrfs1	 	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Cytoplasm	enzyme	 	
0.044	8.08E-01	Uqcrh	 	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	Cytoplasm	other	 	
0.099	4.53E-01	Uqcrq	 	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	Cytoplasm	enzyme	 	
0.574	7.01E-03	Urb1	 	URB1	URB1 ribosome biogenesis homolog	Nucleus	other	 	
0.267	2.93E-01	Urb2	 	URB2	URB2 ribosome biogenesis homolog	Nucleus	other	 	
0.085	5.48E-01	Urgcp	 	URGCP	upregulator of cell proliferation	Cytoplasm	other	 	
0.095	7.44E-01	Uri1	 	URI1	URI1 prefoldin like chaperone	Nucleus	transcription regulator	 	
-0.124	6.52E-01	Urm1	 	URM1	ubiquitin related modifier 1	Cytoplasm	other	 	
-0.123	4.28E-01	Urod	 	UROD	uroporphyrinogen decarboxylase	Cytoplasm	enzyme	 	
-0.163	4.76E-01	Uros	 	UROS	uroporphyrinogen III synthase	Cytoplasm	enzyme	 	
0.119	3.93E-01	Usb1	 	USB1	U6 snRNA biogenesis phosphodiesterase 1	Nucleus	enzyme	 	
-0.093	6.54E-01	Use1	 	USE1	unconventional SNARE in the ER 1	Cytoplasm	other	 	
-0.222	1.14E-01	Usf1	 	USF1	upstream transcription factor 1	Nucleus	transcription regulator	 	
-0.120	5.35E-01	Usf2	 	USF2	upstream transcription factor 2, c-fos interacting	Nucleus	transcription regulator	 	
0.025	8.60E-01	Uso1	 	USO1	USO1 vesicle transport factor	Cytoplasm	other	 	
0.113	7.35E-01	Usp1	 	USP1	ubiquitin specific peptidase 1	Cytoplasm	peptidase	 	
0.320	1.96E-02	Usp10	 	USP10	ubiquitin specific peptidase 10	Cytoplasm	peptidase	 	
-0.267	3.32E-01	Usp11	 	USP11	ubiquitin specific peptidase 11	Nucleus	peptidase	 	
0.095	8.39E-01	Usp12	 	USP12	ubiquitin specific peptidase 12	Cytoplasm	peptidase	 	
0.316	8.31E-03	Usp14	 	USP14	ubiquitin specific peptidase 14	Cytoplasm	peptidase	VLX1570	
0.160	1.89E-01	Usp15	 	USP15	ubiquitin specific peptidase 15	Cytoplasm	peptidase	 	
0.237	3.46E-02	Usp16	 	USP16	ubiquitin specific peptidase 16	Cytoplasm	peptidase	 	
-1.068	1.33E-02	Usp18	 	USP18	ubiquitin specific peptidase 18	Cytoplasm	peptidase	 	
-0.063	7.04E-01	Usp19	 	USP19	ubiquitin specific peptidase 19	Cytoplasm	peptidase	 	
-0.046	9.52E-01	Usp2	 	USP2	ubiquitin specific peptidase 2	Cytoplasm	peptidase	 	
0.219	4.00E-01	Usp20	 	USP20	ubiquitin specific peptidase 20	Cytoplasm	peptidase	 	
0.056	7.98E-01	Usp21	 	USP21	ubiquitin specific peptidase 21	Cytoplasm	peptidase	 	
0.071	7.47E-01	Usp22	 	USP22	ubiquitin specific peptidase 22	Nucleus	peptidase	 	
0.172	2.74E-01	Usp24	 	USP24	ubiquitin specific peptidase 24	Nucleus	peptidase	 	
0.241	1.21E-01	Usp25	 	USP25	ubiquitin specific peptidase 25	Cytoplasm	peptidase	 	
-0.129	5.60E-01	Usp28	 	USP28	ubiquitin specific peptidase 28	Nucleus	peptidase	 	
-0.110	4.01E-01	Usp3	 	USP3	ubiquitin specific peptidase 3	Cytoplasm	peptidase	 	
0.195	4.57E-01	Usp30	 	USP30	ubiquitin specific peptidase 30	Cytoplasm	peptidase	 	
0.238	5.93E-01	Usp31	 	USP31	ubiquitin specific peptidase 31	Nucleus	peptidase	 	
-0.163	6.81E-01	Usp32	 	USP32	ubiquitin specific peptidase 32	Cytoplasm	enzyme	 	
-0.086	6.44E-01	Usp33	 	USP33	ubiquitin specific peptidase 33	Cytoplasm	peptidase	 	
0.193	1.89E-01	Usp34	 	USP34	ubiquitin specific peptidase 34	Extracellular Space	peptidase	 	
-2.933	1.00E-02	Usp35	 	USP35	ubiquitin specific peptidase 35	Extracellular Space	peptidase	 	
0.352	7.58E-02	Usp36	 	USP36	ubiquitin specific peptidase 36	Nucleus	peptidase	 	
0.248	6.12E-02	Usp37	 	USP37	ubiquitin specific peptidase 37	Nucleus	peptidase	 	
-0.239	3.76E-02	Usp38	 	USP38	ubiquitin specific peptidase 38	Other	peptidase	 	
