© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
0.158	3.28E-01	Tubb5	 	TUBB	tubulin beta class I	Cytoplasm	other	ixabepilone/rifampin, allopurinol/colchicine, colchicine, anakinra/colchicine, canakinumab/colchicine, ixabepilone	
-0.761	6.27E-02	Tubb2a	 	TUBB2A	tubulin beta 2A class IIa	Cytoplasm	other	docetaxel/gemcitabine/vincristine, batabulin, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, simotaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, ABT-751, cyclophosphamide/docetaxel/epirubicin, docetaxel, docetaxel/prednisolone, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, larotaxel, cyclophosphamide/etoposide/prednisone/vincristine, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, davunetide, podophyllotoxin, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, BMS-275183, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan, crolibulin	
-1.311	8.57E-03	Tubb2b	 	TUBB2B	tubulin beta 2B class IIb	Cytoplasm	other	 	
-0.099	9.28E-01	Tubb4a	 	TUBB4A	tubulin beta 4A class IVa	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, simotaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, ABT-751, cyclophosphamide/docetaxel/epirubicin, docetaxel, docetaxel/prednisolone, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, larotaxel, cyclophosphamide/etoposide/prednisone/vincristine, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, podophyllotoxin, davunetide, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, BMS-275183, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
0.096	7.36E-01	Tubb4b	 	TUBB4B	tubulin beta 4B class IVb	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, simotaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, mebendazole, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, ABT-751, cyclophosphamide/docetaxel/epirubicin, docetaxel/prednisolone, docetaxel, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/vincristine, larotaxel, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, davunetide, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, BMS-275183, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
1.346	2.45E-02	Tubb6	 	TUBB6	tubulin beta 6 class V	Cytoplasm	other	 	
-0.130	7.70E-01	Tubd1	 	TUBD1	tubulin delta 1	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, cyclophosphamide/docetaxel/epirubicin, docetaxel, docetaxel/prednisolone, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, larotaxel, cyclophosphamide/etoposide/prednisone/vincristine, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, davunetide, podophyllotoxin, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
-0.179	6.69E-01	Tube1	 	TUBE1	tubulin epsilon 1	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, cyclophosphamide/docetaxel/epirubicin, docetaxel/prednisolone, docetaxel, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/vincristine, larotaxel, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, podophyllotoxin, davunetide, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
0.039	8.91E-01	Tubg1	 	TUBG1	tubulin gamma 1	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, cyclophosphamide/docetaxel/epirubicin, docetaxel/prednisolone, docetaxel, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, larotaxel, cyclophosphamide/etoposide/prednisone/vincristine, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, davunetide, podophyllotoxin, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
0.469	4.80E-01	Tubg2	 	TUBG2	tubulin gamma 2	Cytoplasm	other	docetaxel/gemcitabine/vincristine, colchicine/probenecid, bevacizumab/paclitaxel/topotecan, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, bevacizumab/docetaxel/prednisone/thalidomide/zoledronic acid, docetaxel/zoledronic acid, gemcitabine/paclitaxel, L-asparaginase/daunorubicin/dexamethasone/vincristine, prednisone/vincristine, docetaxel/5-fluorouracil, vinflunine, L-asparaginase/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/5-fluorouracil/oxaliplatin, vincristine, docetaxel/paclitaxel, cevipabulin, L-asparaginase/daunorubicin/prednisone/vincristine, cyclophosphamide/epirubicin/paclitaxel, cyclophosphamide/docetaxel/trastuzumab, irinotecan/vincristine, L-asparaginase/imatinib/prednisone/vincristine, bevacizumab/paclitaxel/pemetrexed, cyclophosphamide/gemcitabine/prednisolone/rituximab/vincristine, docetaxel/hydrocortisone, cyclophosphamide/prednisone/vincristine, docetaxel/gemcitabine/vinorelbine, epirubicin/paclitaxel, capecitabine/docetaxel/gemcitabine, cyclophosphamide/docetaxel, bevacizumab/docetaxel, docetaxel/gemcitabine, docetaxel/prednisone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, vinorelbine, cyclophosphamide/docetaxel/epirubicin, docetaxel, docetaxel/prednisolone, plinabulin, epothilone B, dexamethasone/imatinib/vincristine, paclitaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/mitoxantrone/prednisone/vincristine, larotaxel, cyclophosphamide/etoposide/prednisone/vincristine, irinotecan/temozolomide/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, trastuzumab/vinorelbine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/vinorelbine, cyclophosphamide/epirubicin/prednisone/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, docetaxel/5-fluorouracil/oxaliplatin/trastuzumab, docetaxel/irinotecan, gemcitabine/oxaliplatin/paclitaxel, dexamethasone/vincristine, L-asparaginase/cyclophosphamide/cytarabine/daunorubicin/6-mercaptopurine/prednisone/vincristine, colchicine, L-asparaginase/prednisone/vincristine, podophyllotoxin, davunetide, bevacizumab/paclitaxel, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/vincristine, vintafolide, milataxel, docetaxel/trastuzumab, cyclophosphamide/epirubicin/prednisone/rituximab/vincristine, paclitaxel/rituximab, gemcitabine/vinorelbine, paclitaxel/trastuzumab, capecitabine/docetaxel/oxaliplatin/trastuzumab, 6-mercaptopurine/vincristine, vinblastine, eribulin, cyclophosphamide/prednisone/rituximab/vincristine, capecitabine/docetaxel, cyclophosphamide/topotecan/vincristine, docetaxel/epirubicin, docetaxel/pamidronic acid/trastuzumab, docetaxel/trastuzumab/vinorelbine, paclitaxel/topotecan	
0.013	9.47E-01	Tubgcp2	 	TUBGCP2	tubulin gamma complex associated protein 2	Cytoplasm	peptidase	 	
0.019	9.22E-01	Tubgcp3	 	TUBGCP3	tubulin gamma complex associated protein 3	Cytoplasm	other	 	
0.141	4.64E-01	Tubgcp4	 	TUBGCP4	tubulin gamma complex associated protein 4	Cytoplasm	other	 	
-0.017	9.29E-01	Tubgcp5	 	TUBGCP5	tubulin gamma complex associated protein 5	Cytoplasm	other	 	
-0.049	8.56E-01	Tubgcp6	 	TUBGCP6	tubulin gamma complex associated protein 6	Cytoplasm	other	 	
0.363	2.72E-03	Tufm	 	TUFM	Tu translation elongation factor, mitochondrial	Cytoplasm	translation regulator	 	
0.153	7.24E-01	Tuft1	 	TUFT1	tuftelin 1	Cytoplasm	other	 	
-0.189	8.81E-02	Tug1	 	Tug1	taurine upregulated gene 1	Nucleus	other	 	
-0.972	2.32E-01	Tulp3	 	TULP3	TUB like protein 3	Extracellular Space	other	 	
-0.202	5.21E-01	Tulp4	 	TULP4	TUB like protein 4	Cytoplasm	transcription regulator	 	
0.216	2.43E-01	Tusc2	 	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	Nucleus	other	 	
0.020	9.27E-01	Tusc3	 	TUSC3	tumor suppressor candidate 3	Plasma Membrane	transporter	 	
0.253	1.22E-01	Tut1	 	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	Nucleus	enzyme	 	
-0.912	5.56E-02	Tvp23a	 	TVP23A	trans-golgi network vesicle protein 23 homolog A	Other	other	 	
0.222	1.81E-01	Tvp23b	 	TVP23B	trans-golgi network vesicle protein 23 homolog B	Other	other	 	
-0.170	3.73E-01	Twf1	 	TWF1	twinfilin actin binding protein 1	Cytoplasm	kinase	 	
-0.425	1.76E-03	Twf2	 	TWF2	twinfilin actin binding protein 2	Cytoplasm	kinase	 	
-0.072	7.18E-01	Twsg1	 	TWSG1	twisted gastrulation BMP signaling modulator 1	Extracellular Space	other	 	
-0.938	6.14E-04	Txk	 	TXK	TXK tyrosine kinase	Cytoplasm	kinase	PRN694	
0.124	2.80E-01	Txlna	 	TXLNA	taxilin alpha	Extracellular Space	cytokine	 	
-0.361	6.17E-01	Txlnb	 	TXLNB	taxilin beta	Cytoplasm	other	 	
0.064	8.15E-01	Txlng	 	TXLNG	taxilin gamma	Nucleus	other	 	
0.284	3.00E-02	Txn1	 	TXN	thioredoxin	Cytoplasm	enzyme	PX-12	
0.306	3.50E-03	Txn2	 	TXN2	thioredoxin 2	Cytoplasm	enzyme	 	
-0.009	9.66E-01	Txndc11	 	TXNDC11	thioredoxin domain containing 11	Cytoplasm	enzyme	 	
-0.114	5.94E-01	Txndc12	 	TXNDC12	thioredoxin domain containing 12	Cytoplasm	enzyme	 	
0.186	1.50E-01	Txndc15	 	TXNDC15	thioredoxin domain containing 15	Extracellular Space	enzyme	 	
-0.353	3.52E-02	Txndc16	 	TXNDC16	thioredoxin domain containing 16	Extracellular Space	enzyme	 	
-0.051	7.60E-01	Txndc17	 	TXNDC17	thioredoxin domain containing 17	Cytoplasm	enzyme	 	
0.107	6.65E-01	Txndc5	 	TXNDC5	thioredoxin domain containing 5	Cytoplasm	enzyme	 	
0.159	1.87E-01	Txndc9	 	TXNDC9	thioredoxin domain containing 9	Cytoplasm	other	 	
-0.993	1.92E-04	Txnip	 	TXNIP	thioredoxin interacting protein	Cytoplasm	other	 	
0.344	4.98E-03	Txnl1	 	TXNL1	thioredoxin like 1	Cytoplasm	enzyme	 	
0.266	1.23E-02	Txnl4a	 	TXNL4A	thioredoxin like 4A	Nucleus	enzyme	 	
0.073	8.04E-01	Txnl4b	 	TXNL4B	thioredoxin like 4B	Nucleus	enzyme	 	
0.138	3.96E-01	Txnrd1	 	TXNRD1	thioredoxin reductase 1	Cytoplasm	enzyme	arsenic trioxide/idarubicin/tretinoin, arsenic trioxide/cytarabine/methotrexate, auranofin, arsenic trioxide/tretinoin, arsenic trioxide, arsenic trioxide/daunorubicin/tretinoin, ethaselen, arsenic trioxide/gemtuzumab ozogamicin/tretinoin	
