NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	200	110		
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	200	97		
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP	200	118		
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_DN	199	151		
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	200	112		
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	199	144		
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	200	128		
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	200	145		
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	200	149		
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN	200	102		
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	200	157		
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	200	113		
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	198	138		
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	200	170		
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_UP	200	138		
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN	200	188		
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	200	149		
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_DN	200	167		
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP	198	101		
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN	200	169		
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP	200	169		
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN	200	122		
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP	200	178		
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	198	117		
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	200	157		
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	198	101		
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP	199	169		
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	200	92		
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	200	172		
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	200	96		
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP	200	180		
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_DN	199	125		
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	200	171		
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	200	118		
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP	200	162		
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	200	117		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	200	120		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	200	116		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP	200	113		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_DN	199	121		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	198	145		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	200	123		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP	198	124		
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN	199	121		
GSE25087_FETAL_VS_ADULT_TREG_UP	198	149		
GSE25087_FETAL_VS_ADULT_TREG_DN	191	114		
GSE25087_FETAL_VS_ADULT_TCONV_UP	199	143		
GSE25087_FETAL_VS_ADULT_TCONV_DN	187	106		
GSE25087_TREG_VS_TCONV_FETUS_UP	198	145		
GSE25087_TREG_VS_TCONV_FETUS_DN	193	110		
GSE25087_TREG_VS_TCONV_ADULT_UP	199	148		
GSE25087_TREG_VS_TCONV_ADULT_DN	195	109		
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	193	78		
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	199	140		
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	195	94		
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	199	137		
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_UP	192	92		
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	190	73		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	200	145		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_DN	200	148		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP	200	170		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	200	140		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	200	160		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	199	142		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP	200	154		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_DN	199	141		
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	190	114		
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	194	126		
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	191	113		
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	193	120		
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	195	104		
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	194	128		
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP	190	94		
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_DN	190	82		
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	190	95		
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN	194	103		
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	190	88		
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN	189	101		
GSE2706_UNSTIM_VS_2H_R848_DC_UP	194	128		
GSE2706_UNSTIM_VS_2H_R848_DC_DN	193	120		
GSE2706_UNSTIM_VS_8H_R848_DC_UP	199	103		
GSE2706_UNSTIM_VS_8H_R848_DC_DN	197	113		
GSE2706_UNSTIM_VS_2H_LPS_DC_UP	196	90		
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	194	115		
GSE2706_UNSTIM_VS_8H_LPS_DC_UP	197	147		
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	197	111		
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_UP	191	109		
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	191	116		
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP	198	152		
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	196	117		
GSE2706_R848_VS_LPS_2H_STIM_DC_UP	189	52		
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	186	67		
GSE2706_R848_VS_LPS_8H_STIM_DC_UP	187	64		
GSE2706_R848_VS_LPS_8H_STIM_DC_DN	189	98		
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_UP	187	86		
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	190	89		
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP	189	87		
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	196	101		
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP	190	61		
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	181	39		
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	199	133		
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	195	82		
GSE2706_2H_VS_8H_R848_STIM_DC_UP	194	116		
GSE2706_2H_VS_8H_R848_STIM_DC_DN	195	103		
GSE2706_2H_VS_8H_LPS_STIM_DC_UP	196	121		
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	194	96		
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_UP	198	147		
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	196	107		
GSE27786_LSK_VS_LIN_NEG_CELL_UP	199	144		
GSE27786_LSK_VS_LIN_NEG_CELL_DN	200	125		
GSE27786_LSK_VS_BCELL_UP	200	140		
GSE27786_LSK_VS_BCELL_DN	199	157		
GSE27786_LSK_VS_CD4_TCELL_UP	200	135		
GSE27786_LSK_VS_CD4_TCELL_DN	200	151		
GSE27786_LSK_VS_CD8_TCELL_UP	199	134		
GSE27786_LSK_VS_CD8_TCELL_DN	200	153		
GSE27786_LSK_VS_NKCELL_UP	200	152		
GSE27786_LSK_VS_NKCELL_DN	200	158		
GSE27786_LSK_VS_NKTCELL_UP	200	129		
GSE27786_LSK_VS_NKTCELL_DN	198	141		
GSE27786_LSK_VS_ERYTHROBLAST_UP	200	168		
GSE27786_LSK_VS_ERYTHROBLAST_DN	200	74		
GSE27786_LSK_VS_NEUTROPHIL_UP	200	158		
GSE27786_LSK_VS_NEUTROPHIL_DN	200	122		
GSE27786_LSK_VS_MONO_MAC_UP	200	162		
GSE27786_LSK_VS_MONO_MAC_DN	200	122		
GSE27786_LIN_NEG_VS_BCELL_UP	200	143		
GSE27786_LIN_NEG_VS_BCELL_DN	200	164		
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	200	138		
GSE27786_LIN_NEG_VS_CD4_TCELL_DN	200	167		
GSE27786_LIN_NEG_VS_CD8_TCELL_UP	200	149		
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	200	168		
GSE27786_LIN_NEG_VS_NKCELL_UP	200	126		
GSE27786_LIN_NEG_VS_NKCELL_DN	200	161		
GSE27786_LIN_NEG_VS_NKTCELL_UP	200	144		
GSE27786_LIN_NEG_VS_NKTCELL_DN	200	171		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP	200	164		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	199	85		
GSE27786_LIN_NEG_VS_NEUTROPHIL_UP	199	153		
GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	200	132		
GSE27786_LIN_NEG_VS_MONO_MAC_UP	200	168		
GSE27786_LIN_NEG_VS_MONO_MAC_DN	200	130		
GSE27786_BCELL_VS_CD4_TCELL_UP	200	153		
GSE27786_BCELL_VS_CD4_TCELL_DN	198	134		
GSE27786_BCELL_VS_CD8_TCELL_UP	200	164		
GSE27786_BCELL_VS_CD8_TCELL_DN	198	134		
GSE27786_BCELL_VS_NKCELL_UP	200	149		
GSE27786_BCELL_VS_NKCELL_DN	200	151		
GSE27786_BCELL_VS_NKTCELL_UP	200	151		
GSE27786_BCELL_VS_NKTCELL_DN	200	142		
GSE27786_BCELL_VS_ERYTHROBLAST_UP	200	171		
GSE27786_BCELL_VS_ERYTHROBLAST_DN	200	69		
GSE27786_BCELL_VS_NEUTROPHIL_UP	200	177		
GSE27786_BCELL_VS_NEUTROPHIL_DN	199	102		
GSE27786_BCELL_VS_MONO_MAC_UP	200	168		
GSE27786_BCELL_VS_MONO_MAC_DN	200	109		
GSE27786_CD4_VS_CD8_TCELL_UP	200	155		
GSE27786_CD4_VS_CD8_TCELL_DN	199	147		
GSE27786_CD4_TCELL_VS_NKCELL_UP	200	146		
GSE27786_CD4_TCELL_VS_NKCELL_DN	200	149		
GSE27786_CD4_TCELL_VS_NKTCELL_UP	200	161		
GSE27786_CD4_TCELL_VS_NKTCELL_DN	200	140		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP	200	180		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	200	86		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP	200	167		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	200	117		
GSE27786_CD4_TCELL_VS_MONO_MAC_UP	200	167		
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	200	119		
GSE27786_CD8_TCELL_VS_NKCELL_UP	199	151		
GSE27786_CD8_TCELL_VS_NKCELL_DN	200	158		
GSE27786_CD8_TCELL_VS_NKTCELL_UP	200	145		
GSE27786_CD8_TCELL_VS_NKTCELL_DN	200	145		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP	200	185		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	200	80		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	199	174		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	199	130		
GSE27786_CD8_TCELL_VS_MONO_MAC_UP	199	171		
GSE27786_CD8_TCELL_VS_MONO_MAC_DN	200	128		
GSE27786_NKCELL_VS_NKTCELL_UP	200	148		
GSE27786_NKCELL_VS_NKTCELL_DN	198	132		
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	200	169		
GSE27786_NKCELL_VS_ERYTHROBLAST_DN	200	76		
GSE27786_NKCELL_VS_NEUTROPHIL_UP	200	166		
GSE27786_NKCELL_VS_NEUTROPHIL_DN	200	108		
GSE27786_NKCELL_VS_MONO_MAC_UP	200	168		
GSE27786_NKCELL_VS_MONO_MAC_DN	200	99		
GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	199	174		
GSE27786_NKTCELL_VS_ERYTHROBLAST_DN	200	73		
GSE27786_NKTCELL_VS_NEUTROPHIL_UP	200	173		
GSE27786_NKTCELL_VS_NEUTROPHIL_DN	200	130		
GSE27786_NKTCELL_VS_MONO_MAC_UP	200	170		
GSE27786_NKTCELL_VS_MONO_MAC_DN	200	123		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	200	122		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	200	166		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	200	102		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	200	172		
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	199	131		
GSE27786_NEUTROPHIL_VS_MONO_MAC_DN	199	148		
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_UP	200	136		
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN	200	153		
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_UP	199	99		
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	200	151		
GSE28237_EARLY_VS_LATE_GC_BCELL_UP	200	80		
GSE28237_EARLY_VS_LATE_GC_BCELL_DN	200	147		
GSE2826_WT_VS_XID_BCELL_UP	200	143		
GSE2826_WT_VS_XID_BCELL_DN	200	110		
GSE2826_WT_VS_BTK_KO_BCELL_UP	200	150		
GSE2826_WT_VS_BTK_KO_BCELL_DN	200	111		
GSE2826_XID_VS_BTK_KO_BCELL_UP	200	132		
GSE2826_XID_VS_BTK_KO_BCELL_DN	200	133		
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	189	37		
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_DN	187	82		
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP	189	55		
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN	185	30		
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	187	49		
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	194	126		
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	187	30		
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	190	116		
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP	191	114		
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_DN	193	104		
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	193	43		
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	189	43		
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	188	74		
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	191	88		
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_UP	191	85		
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN	188	59		
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	191	121		
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN	198	151		
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	196	130		
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_DN	199	153		
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	196	123		
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	193	136		
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	189	94		
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	190	109		
GSE29618_BCELL_VS_MONOCYTE_UP	194	126		
GSE29618_BCELL_VS_MONOCYTE_DN	200	125		
GSE29618_BCELL_VS_PDC_UP	195	137		
GSE29618_BCELL_VS_PDC_DN	198	147		
GSE29618_BCELL_VS_MDC_UP	193	130		
GSE29618_BCELL_VS_MDC_DN	200	146		
GSE29618_MONOCYTE_VS_PDC_UP	199	105		
GSE29618_MONOCYTE_VS_PDC_DN	197	136		
GSE29618_MONOCYTE_VS_MDC_UP	200	105		
GSE29618_MONOCYTE_VS_MDC_DN	200	123		
GSE29618_PDC_VS_MDC_UP	198	131		
GSE29618_PDC_VS_MDC_DN	200	128		
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	195	128		
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	200	119		
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	193	128		
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	198	138		
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	191	124		
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	200	132		
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	200	112		
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN	199	137		
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	200	110		
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	200	133		
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP	199	126		
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	200	132		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP	196	82		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_DN	195	128		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP	196	80		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN	199	139		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	199	57		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN	200	168		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP	196	74		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_DN	198	126		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	198	151		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_DN	199	104		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	196	52		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_DN	196	132		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP	195	107		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_DN	200	138		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_UP	198	93		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	199	123		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	196	51		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_DN	198	162		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_UP	200	80		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN	200	157		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	197	91		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_DN	196	125		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_UP	198	95		
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_DN	198	120		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP	198	73		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	198	159		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_UP	199	126		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_DN	195	118		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	198	149		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_DN	200	96		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP	196	123		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_DN	196	96		
GSE30083_SP1_VS_SP2_THYMOCYTE_UP	200	116		
GSE30083_SP1_VS_SP2_THYMOCYTE_DN	200	93		
GSE30083_SP1_VS_SP3_THYMOCYTE_UP	199	145		
GSE30083_SP1_VS_SP3_THYMOCYTE_DN	200	126		
GSE30083_SP1_VS_SP4_THYMOCYTE_UP	200	138		
GSE30083_SP1_VS_SP4_THYMOCYTE_DN	200	164		
GSE30083_SP2_VS_SP3_THYMOCYTE_UP	200	107		
GSE30083_SP2_VS_SP3_THYMOCYTE_DN	200	106		
GSE30083_SP2_VS_SP4_THYMOCYTE_UP	200	86		
GSE30083_SP2_VS_SP4_THYMOCYTE_DN	200	149		
GSE30083_SP3_VS_SP4_THYMOCYTE_UP	200	82		
GSE30083_SP3_VS_SP4_THYMOCYTE_DN	200	141		
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	200	166		
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN	199	120		
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP	198	172		
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN	200	102		
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	200	156		
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN	200	167		
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP	200	146		
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN	200	168		
GSE31082_DN_VS_DP_THYMOCYTE_UP	200	171		
GSE31082_DN_VS_DP_THYMOCYTE_DN	200	175		
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	200	178		
GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	200	174		
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP	200	176		
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	200	159		
GSE31082_DP_VS_CD4_SP_THYMOCYTE_UP	199	164		
GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN	199	164		
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	200	165		
GSE31082_DP_VS_CD8_SP_THYMOCYTE_DN	200	156		
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_UP	200	179		
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN	199	147		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP	200	105		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN	200	168		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_UP	200	124		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_DN	200	151		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_UP	198	55		
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_DN	200	158		
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP	198	57		
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	198	85		
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP	200	133		
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_DN	200	118		
GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	200	145		
GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_DN	200	130		
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	200	163		
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_DN	199	134		
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP	200	165		
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN	200	136		
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_UP	199	81		
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN	200	153		
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_UP	200	141		
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN	200	147		
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_UP	200	117		
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	200	160		
GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP	200	166		
GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_DN	200	121		
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP	199	90		
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_DN	199	145		
GSE339_CD4POS_VS_CD8POS_DC_UP	200	151		
GSE339_CD4POS_VS_CD8POS_DC_DN	200	147		
GSE339_CD4POS_VS_CD4CD8DN_DC_UP	200	140		
GSE339_CD4POS_VS_CD4CD8DN_DC_DN	200	145		
GSE339_CD8POS_VS_CD4CD8DN_DC_UP	200	136		
GSE339_CD8POS_VS_CD4CD8DN_DC_DN	200	142		
GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_UP	200	147		
GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN	200	148		
GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_UP	200	105		
