"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"3485"	"Gen1"	5654	2.61367796968189	4.30673241193164	187.26933339421	1.25514802093691e-09	8.64728692943575e-08
"5568"	"Mcm7"	3470	2.50023465965269	8.50526639517129	187.978925284719	1.22377805308962e-09	8.64728692943575e-08
"3228"	"Fbxo5"	2525	2.43303903839647	6.48349603967119	188.025196131424	1.2217637208712e-09	8.64728692943575e-08
"9840"	"Tonsl"	4292	1.83594066677329	5.65093682041312	188.228137971896	1.21297345895251e-09	8.64728692943575e-08
"5785"	"Mms22l"	5460	1.74938422446561	5.88926743511445	187.470695291519	1.24615396358363e-09	8.64728692943575e-08
"9087"	"Srsf1"	6434	1.44482773139552	8.21610978135066	187.168347746378	1.25968649531663e-09	8.64728692943575e-08
"1323"	"C1qbp"	1165	1.34313557844465	7.03058905909242	187.51442296092	1.24421053691034e-09	8.64728692943575e-08
"8925"	"Snrpd1"	837	1.20772318047086	7.32859927724805	187.902028186833	1.22713402973585e-09	8.64728692943575e-08
"4436"	"Hnrnpa2b1"	5302	1.05272669601338	10.9982956990615	188.617685295157	1.19630168902751e-09	8.64728692943575e-08
"10369"	"Uckl1"	4041	-1.06129280483531	6.43100711345841	186.232809744562	1.30263219043342e-09	8.88789890902994e-08
"6148"	"Ncapg2"	6688	3.30020033860783	6.51369442026728	185.545362457771	1.33525368977727e-09	8.93648340313678e-08
"549"	"Akap8l"	4161	-1.68931321207902	6.91428842722943	185.779616483577	1.32403416861175e-09	8.93648340313678e-08
"6480"	"Nudc"	1347	1.24691053000461	7.32481831061388	185.499075008915	1.33748340828755e-09	8.93648340313678e-08
"1568"	"Cct7"	2452	1.08165925517789	9.03253820861989	185.415823018043	1.34150443696049e-09	8.93648340313678e-08
"1658"	"Cdca7"	2694	2.51673476289009	7.18748218334296	185.13304913712	1.35526548751537e-09	8.97504638732234e-08
"6261"	"Nelfe"	1610	1.30845522126139	6.16477278525238	184.813726516478	1.37099893091704e-09	9.02614383875091e-08
"7865"	"Rfc1"	7701	1.1427874803562	6.49436186693293	183.903675429977	1.41699255115821e-09	9.27286642906811e-08
"7226"	"Ppia"	746	0.871644387086016	11.0917411990691	183.749691933833	1.42494749709432e-09	9.27286642906811e-08
"4819"	"Jak2"	10935	-1.37027751870714	6.05537079638925	182.723557615085	1.47927698114763e-09	9.5710920998621e-08
"7143"	"Pola1"	5941	2.65522403374399	5.87728582667353	182.563681271622	1.48795253197749e-09	9.57221120285861e-08
"1600"	"Cd44"	5746	-0.968289443324241	7.48841730652203	181.646489871566	1.53885782454467e-09	9.84344397086583e-08
"930"	"Atad5"	7723	2.48865332862427	5.28453028962961	180.794098606521	1.58795244567499e-09	9.8768887477398e-08
"4239"	"H2-Q9"	1538	-2.13350674892372	4.34736851577859	181.185596700934	1.5651853161833e-09	9.8768887477398e-08
"3269"	"Fh1"	1632	1.06677695275383	6.96634984612014	181.069785886314	1.57188119116175e-09	9.8768887477398e-08
"7506"	"Ptges3"	1954	1.06284483575771	7.83686225967014	180.99559020188	1.57618814305335e-09	9.8768887477398e-08
"1975"	"Cnot10"	4133	0.991263080062271	6.02703996450206	180.845757257468	1.584926790355e-09	9.8768887477398e-08
"9898"	"Traip"	4074	2.73626734200414	5.12433979600138	180.57791891294	1.60068573177512e-09	9.9013845979804e-08
"1579"	"Cd200r1"	1891	-1.71540244291328	4.5718223157889	180.293238591059	1.61763168108837e-09	9.95152866977754e-08
"3179"	"Fasl"	1935	-4.31628718907375	3.50292396470712	180.12263797594	1.62788482360571e-09	9.96017790443102e-08
"3527"	"Gins1"	1604	2.8483542355212	4.21789043026208	179.728572608505	1.65185259876908e-09	9.99814868652814e-08
"1494"	"Ccdc34"	7038	1.32588329592891	4.62752246715329	179.73346572266	1.65155253565145e-09	9.99814868652814e-08
"2204"	"Ctps"	3089	1.8663640043293	6.27858207117519	179.408614306426	1.67160909758078e-09	1.00100932024279e-07
