"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"6426"	"Phf20l1"	6670	-0.700406318799038	6.33039826313758	26.1656211505544	0.0001434111959793	0.00809719815194382
"8232"	"Smad1"	3046	-1.06610633815066	3.62196242947364	26.1016599495601	0.000145103833707196	0.00811192176735441
"4345"	"Il6ra"	3343	-0.461078813442209	6.90876252220843	26.030611448562	0.000147010798764089	0.00817504494714593
"7942"	"Sft2d2"	5526	0.415962067939451	6.51377017661551	25.8780681626918	0.000151202485360566	0.00836388484810288
"4980"	"Maats1"	2765	3.15464660880826	2.28764539673898	25.803271223489	0.000153307506588969	0.00843592614790609
"8002"	"Sidt2"	4302	-0.596825238852772	7.32605028030489	25.7324305317502	0.000155332058667053	0.00850281216974336
"251"	"5430427O19Rik"	3835	1.4983703229828	1.92360850692646	25.6831977958697	0.000156757042224521	0.00853635499367728
"2463"	"Deaf1"	2733	-0.979243334219362	4.58050267167201	25.5605243051358	0.000160373011859794	0.00868824925075484
"3482"	"Galnt12"	2216	-0.870977387849632	5.62015662590028	25.3386590283893	0.000167157163933462	0.00900934252790097
"2817"	"Egr1"	3072	-0.591136536271894	7.7420626144207	25.2191461493956	0.000170946952198907	0.00916659422250261
"9023"	"Tmed2"	1975	-0.985056129825729	6.8550452440115	25.0000960996147	0.000178150424748722	0.00945636850560134
"3131"	"Fam134a"	2676	-0.926759093450683	6.07854874652543	25.0242556630614	0.000177339181257631	0.00945636850560134
"1461"	"Car2"	1790	1.92974645057354	1.86161696430478	24.8120297909092	0.00018461219469186	0.00970137083105722
"7111"	"Rab22a"	1909	-0.660267922550412	5.44438197972463	24.8376617728793	0.000183715961943477	0.00970137083105722
"3084"	"F8a"	2490	-0.596154323188149	4.37788076617042	24.7594448536029	0.00018646650553212	0.00975006454299791
"8225"	"Slmap"	4501	-0.657294999663563	4.67084263371721	24.7109280516945	0.000188196226664433	0.00979179377348116
"4699"	"Kntc1"	6961	0.932302459438988	5.35384006173391	24.6589139477164	0.000190070996973876	0.00979238322644821
"7456"	"Rnf144a"	5172	-0.770070072386382	4.28584247684305	24.6732718550741	0.000189551367442539	0.00979238322644821
"1681"	"Cd83"	2141	0.796126454589475	7.70595709385558	24.5976174220642	0.000192307745267229	0.00985928976955402
"138"	"2410016O06Rik"	2346	-1.70291792013849	4.2856254175993	24.5104028576405	0.000195542212393801	0.00996432523082711
"5921"	"Notch2"	10506	0.564709699419015	6.09034693115032	24.4663184163567	0.000197200727689062	0.00996432523082711
"6194"	"Papd4"	1873	-0.518915416111238	5.91586314905265	24.4804693070216	0.000196666609765562	0.00996432523082711
"4243"	"Id2"	1272	-0.699209669783245	6.9309966170485	24.4349638956138	0.000198390093717136	0.00997645877974687
"1245"	"Bcl3"	1835	-1.25836139426961	5.06494125417149	24.4003813770034	0.000199711408091702	0.00999508047163708
"1239"	"Bcl2l1"	3195	0.672802404689343	6.50274707579855	24.3599342931371	0.000201269549037147	0.010025322087111
"9539"	"Txndc5"	3158	-0.724207663594793	6.02535502989427	24.3243892772648	0.000202650305019129	0.0100464844610898
"3644"	"Gm14005"	4490	1.04723079010117	4.22802687050048	24.2578353110063	0.000205264774344948	0.0101113308144408
"6573"	"Plekhf2"	2920	-0.8020687656676	5.26496915365176	24.2422523495782	0.000205882473291183	0.0101113308144408
"4654"	"Klf3"	2314	-0.983165936300648	5.74137919246022	24.197001739265	0.000207688234117175	0.0101525736770768
"9199"	"Tnfrsf25"	1903	-0.722612912224179	5.20764668824212	24.1155725951579	0.000210983434190616	0.0102659069136267
"9200"	"Tnfrsf26"	2977	-0.657100579069124	6.90447904991756	23.9985301483009	0.000215824827382936	0.0104530826534316
"6231"	"Pbrm1"	8117	-0.518867398585852	7.51318456098758	23.924640932274	0.00021894645249844	0.0104596691625391
"6299"	"Pdf"	1536	-0.481129799036361	5.3790524593017	23.945593659695	0.00021805605293513	0.0104596691625391
"3618"	"Gltp"	1611	-0.305294344387774	8.83852731062368	23.9659198113514	0.000217196225820742	0.0104596691625391
"9459"	"Ttc14"	9548	-0.581627495240255	5.88531909701536	23.810942441002	0.000223851074646968	0.0106455873056092
"3570"	"Ggt1"	2241	2.36914781475557	2.16634893938181	23.783126626012	0.00022506997544385	0.0106553398284454
"4599"	"Kdm5b"	6300	-0.464142589776865	5.96284052861312	23.7204491566944	0.000227844386776576	0.0107084051728433
"8702"	"Sys1"	1608	-0.35313678092585	7.03993892480547	23.7118376067935	0.000228228616433577	0.0107084051728433
"2178"	"Crtap"	1714	-1.12354361093658	3.40405073661171	23.6724417583515	0.000229995831786816	0.0107433608536864
"9084"	"Tmem189"	1700	-0.88817338002438	4.72434423860329	23.6399869575931	0.000231463421012411	0.0107640732515064
"4295"	"Igf1r"	11978	-1.06016974427268	3.36236040049135	23.5101966023608	0.000237440252688451	0.0108604298449082
"8392"	"Socs3"	2724	-0.871547071377516	3.82529899263803	23.5177718865941	0.000237086611249613	0.0108604298449082
"1494"	"Cbfb"	2913	-0.670491064459403	7.03856663732218	23.5053082348172	0.000237668778718258	0.0108604298449082
"3104"	"Fam105a"	3068	-0.575886525397741	7.42566625295465	23.5450477957695	0.000235818242264241	0.0108604298449082
